StockCode,StockName_KR,MarketCap,ClosingPrice,DailyVolume,VolumeSpike,TrendArrow,MA20,MA60,RSI(14),MACD,MACD_Signal,Volatility(ATR),OBV,PearlScore,PearlScore_Normalized,PearlScore_Stars,PearlScore_Status
306200,세아제강,,135400.0,9103,1.11,↑,125325.0,141688.33,60.15,-761.92,-3117.25,7835.71,3636663,1.17,58.5,★★★☆☆,OK
016610,DB증권,,8870.0,69150,0.84,↓,9281.5,10985.0,33.15,-406.53,-447.28,472.14,42899981,0.63,31.5,★★☆☆☆,OK
105630,한세실업,,9330.0,20473,0.27,↑,8956.0,9314.0,57.99,102.87,35.93,400.0,28898125,0.35,17.5,★☆☆☆☆,OK
403550,쏘카,,9750.0,14468,0.52,↑,10329.5,12074.5,31.0,-541.72,-543.55,516.43,34497536,0.37,18.5,★☆☆☆☆,OK
452260,한화갤러리아,,1905.0,426736,0.33,↓,2000.85,2545.12,42.07,-130.78,-150.8,143.93,1693051785,0.31,15.5,★☆☆☆☆,OK
381970,케이카,,7550.0,56807,0.79,↑,7864.5,8930.33,28.49,-390.53,-406.91,267.14,76036220,0.52,26.0,★★☆☆☆,OK
001940,KISCO홀딩스,,26000.0,15664,1.67,↑,25145.0,24255.0,50.5,402.85,373.92,791.07,3180525,2.57,100.0,★★★★★,OK
344820,KCC글라스,,22750.0,11232,0.74,↑,22595.0,24209.17,48.15,-176.7,-288.41,803.57,1566110,0.96,48.0,★★★☆☆,OK
194370,제이에스코퍼레이션,,12460.0,62722,0.6,↑,11828.5,12136.83,52.41,57.1,-5.81,609.29,37277974,0.87,43.5,★★★☆☆,OK
130660,한전산업,,11100.0,43042,0.35,↑,11149.5,13741.17,45.01,-568.28,-731.83,683.57,793019603,0.36,18.0,★☆☆☆☆,OK
092230,KPX홀딩스,,85300.0,1069,0.32,↑,84120.0,84208.33,43.69,407.47,487.94,2521.43,-263555,0.38,19.0,★☆☆☆☆,OK
170900,동아에스티,,36950.0,13053,1.06,↑,35325.0,37946.67,57.21,-169.3,-498.57,1592.86,3867318,1.22,61.0,★★★★☆,OK
006220,제주은행,,9480.0,173093,0.48,↑,9647.0,10738.17,47.62,-368.63,-394.55,520.71,978928442,0.52,26.0,★★☆☆☆,OK
007690,국도화학,,38800.0,86854,2.69,↑,36655.0,35866.67,55.68,1146.56,864.4,2360.71,3831904,3.6,100.0,★★★★★,OK
005950,이수화학,,13620.0,423094,0.59,↓,13322.5,12850.33,51.78,221.51,144.03,1356.43,674296363,0.83,41.5,★★★☆☆,OK
009900,명신산업,,6820.0,55861,0.5,↓,7150.0,9088.0,36.23,-420.12,-490.03,362.14,158673178,0.41,20.5,★☆☆☆☆,OK
005420,코스모화학,,9180.0,87564,0.61,↑,9774.0,12690.67,40.23,-767.85,-871.17,622.14,455732905,0.55,27.5,★★☆☆☆,OK
002990,금호건설,,9450.0,2772978,0.21,↓,12217.0,7044.0,40.23,827.85,1525.91,3375.71,104302707,0.15,7.5,★☆☆☆☆,OK
060980,HL홀딩스,,38050.0,10743,0.62,→,38107.5,41909.17,45.45,-942.9,-1195.19,1464.29,7428054,0.65,32.5,★★☆☆☆,OK
104700,한국철강,,9530.0,17247,0.52,↑,9187.0,9225.0,65.18,110.75,69.79,236.43,50672590,0.57,28.5,★★☆☆☆,OK
145720,덴티움,,39950.0,9344,0.38,↑,39612.5,44849.17,50.19,-1258.88,-1489.16,1803.57,15436814,0.51,25.5,★★☆☆☆,OK
017810,풀무원,,8990.0,17678,0.59,↑,9078.5,9982.67,34.75,-237.46,-274.35,280.71,69146168,0.48,24.0,★★☆☆☆,OK
089590,제주항공,,4245.0,91330,0.72,↑,4377.0,4697.25,33.96,-126.48,-127.28,160.0,35591481,0.57,28.5,★★☆☆☆,OK
005610,삼립,,39700.0,5610,0.99,↑,38395.0,41505.83,48.12,-600.93,-876.14,1453.57,744369,1.29,64.5,★★★★☆,OK
950210,프레스티지바이오파마,,5610.0,53045,0.84,↑,5713.5,6748.17,39.91,-374.75,-411.99,389.29,104194158,0.75,37.5,★★☆☆☆,OK
008730,율촌화학,,13740.0,76490,1.02,↑,14191.5,18297.83,36.23,-1086.26,-1267.59,757.86,37469333,0.84,42.0,★★★☆☆,OK
183190,아세아시멘트,,9260.0,27230,0.26,↑,9303.5,9939.5,41.15,-163.13,-194.79,329.29,11388373,0.25,12.5,★☆☆☆☆,OK
002020,코오롱,,25500.0,122127,0.81,↑,38527.5,53120.83,16.82,-6971.88,-5756.45,4150.0,44208007,0.23,11.5,★☆☆☆☆,OK
017900,광전자,,5670.0,346341,0.22,↓,6029.0,8799.67,47.15,-662.1,-776.78,741.43,757177151,0.22,11.0,★☆☆☆☆,OK
005720,넥센,,6240.0,10412,0.37,↑,5993.5,6363.67,57.98,-26.94,-75.33,362.14,4017922,0.41,20.5,★☆☆☆☆,OK
126560,현대퓨처넷,,2995.0,39180,0.62,↑,2968.0,3032.25,50.0,-6.55,-15.64,101.79,63376181,0.84,42.0,★★★☆☆,OK
097520,엠씨넥스,,18210.0,44132,0.87,↑,18533.0,20650.67,41.3,-622.32,-719.39,791.43,98393380,0.83,41.5,★★★☆☆,OK
009160,SIMPAC,,4830.0,107726,0.62,↑,4748.75,5062.17,49.46,-11.85,-13.69,307.86,197247187,0.81,40.5,★★☆☆☆,OK
126720,수산인더스트리,,22000.0,16689,0.58,↑,21372.5,25295.0,49.24,-588.89,-901.57,1000.71,7325563,0.76,38.0,★★☆☆☆,OK
029460,케이씨,,28600.0,22777,0.47,↑,29897.5,32795.83,44.91,-972.28,-950.7,1996.43,29523929,0.39,19.5,★☆☆☆☆,OK
0120G0,삼양바이오팜,,41700.0,12275,0.49,↑,44467.5,54078.33,33.93,-2900.73,-3182.37,3082.14,12389741,0.37,18.5,★☆☆☆☆,OK
011930,신성이엔지,,15290.0,175829,0.64,↓,16791.5,24314.33,39.12,-1701.23,-1982.93,1350.36,510683921,0.55,27.5,★★☆☆☆,OK
012030,DB,,1550.0,348577,0.53,↑,1572.1,1859.68,49.77,-84.24,-98.37,108.86,1245797145,0.59,29.5,★★☆☆☆,OK
026890,스틱인베스트먼트,,7950.0,44347,0.46,↑,7590.5,7895.83,61.64,160.67,126.75,492.14,1283539568,0.53,26.5,★★☆☆☆,OK
011760,현대코퍼레이션,,23200.0,21031,0.85,↑,22845.0,25347.5,48.7,-413.17,-612.71,1014.29,30339559,1.11,55.5,★★★☆☆,OK
000157,두산2우B,,343500.0,490,0.46,→,373650.0,462600.0,38.65,-27934.37,-29075.36,32892.86,2320927,0.39,19.5,★☆☆☆☆,OK
016800,퍼시스,,26650.0,142,0.19,↓,26730.0,28535.83,48.85,-155.52,-251.21,1071.43,997076,0.21,10.5,★☆☆☆☆,OK
092790,넥스틸,,11750.0,164894,0.64,↑,11331.0,14907.5,53.88,-688.76,-944.17,741.43,343853940,0.78,39.0,★★☆☆☆,OK
018250,애경산업,,11570.0,27857,0.79,↑,11269.5,12240.5,53.19,-93.22,-186.83,452.14,37923048,1.0,50.0,★★★☆☆,OK
004430,송원산업,,12730.0,82613,0.46,↑,11915.5,11665.0,65.66,467.69,388.96,694.29,79136359,0.48,24.0,★★☆☆☆,OK
004710,한솔테크닉스,,7460.0,843692,0.82,↓,9201.5,10941.97,38.25,-811.59,-690.39,1064.29,160632433,0.55,27.5,★★☆☆☆,OK
024720,콜마홀딩스,,8830.0,29880,0.68,↑,8440.0,8764.17,54.23,76.2,12.94,356.43,133791829,0.96,48.0,★★★☆☆,OK
02826K,삼성물산우B,,203500.0,3615,0.41,↓,225615.0,233718.33,28.54,-12258.78,-10108.71,15364.29,4299435,0.22,11.0,★☆☆☆☆,OK
217590,티엠씨,,12270.0,333979,0.48,↓,12074.0,19486.5,51.87,-1193.17,-1752.77,1340.0,37022381,0.58,29.0,★★☆☆☆,OK
009290,광동제약,,6050.0,160337,0.83,↑,5989.0,6598.83,47.73,-78.33,-109.31,274.29,339418350,1.06,53.0,★★★☆☆,OK
002310,아세아제지,,7560.0,112719,1.24,↑,7752.5,7966.83,33.54,-120.74,-101.05,282.5,23829308,0.8,40.0,★★☆☆☆,OK
006405,삼성SDI우,,185100.0,3184,0.55,↓,195795.0,253256.67,41.35,-13722.59,-15803.99,13892.86,2784851,0.51,25.5,★★☆☆☆,OK
108670,LX하우시스,,33200.0,15214,0.7,↑,32495.0,33977.5,50.69,-36.0,-198.47,1657.14,-26219,0.92,46.0,★★★☆☆,OK
091810,트리니티항공,,576.0,317046,0.41,→,652.2,785.3,25.4,-57.8,-55.97,35.79,528276632,0.2,10.0,★☆☆☆☆,OK
200880,서연이화,,10840.0,30163,0.64,↑,10889.5,12324.83,43.15,-305.93,-393.31,549.29,379929216,0.63,31.5,★★☆☆☆,OK
015860,일진홀딩스,,5730.0,75764,0.72,↑,5849.5,8272.5,43.03,-419.86,-540.89,318.57,376893233,0.7,35.0,★★☆☆☆,OK
034830,한국토지신탁,,1133.0,247866,0.72,↑,1126.9,1262.92,44.35,-23.44,-32.12,37.21,204677348,0.87,43.5,★★★☆☆,OK
105840,우진,,14130.0,57638,0.36,↑,14768.0,19012.83,41.61,-1109.63,-1305.89,1275.71,646381330,0.33,16.5,★☆☆☆☆,OK
096760,JW홀딩스,,3850.0,27699,0.35,↑,3791.75,3851.75,51.35,13.19,3.15,146.43,144947126,0.46,23.0,★★☆☆☆,OK
025860,남해화학,,5730.0,318131,0.73,↓,5790.0,6990.0,51.43,-154.4,-222.89,282.86,304404611,0.81,40.5,★★☆☆☆,OK
037710,광주신세계,,36900.0,59068,0.09,↓,42987.5,39000.0,32.91,-484.63,668.98,4553.57,-5023259,0.05,2.5,★☆☆☆☆,OK
192650,드림텍,,4270.0,229815,0.57,→,4440.0,5184.83,45.38,-214.48,-244.25,338.57,290209196,0.58,29.0,★★☆☆☆,OK
033270,유나이티드제약,,17510.0,23242,0.83,↑,17421.5,18309.5,51.03,-169.19,-229.57,481.43,100998966,1.11,55.5,★★★☆☆,OK
003120,일성아이에스,,20900.0,1677,0.17,↑,19892.5,20074.67,67.11,253.57,117.37,648.57,10454938,0.17,8.5,★☆☆☆☆,OK
123890,한국자산신탁,,2270.0,115364,0.73,↑,2220.5,2309.75,53.49,-5.55,-17.53,65.0,20572959,0.92,46.0,★★★☆☆,OK
003960,사조대림,,30250.0,3509,0.41,↑,29292.5,28754.17,53.57,550.08,463.61,889.29,16161065,0.59,29.5,★★☆☆☆,OK
078520,에이블씨엔씨,,10680.0,104982,0.95,↑,10113.0,11633.5,53.52,-192.23,-323.64,785.71,111640354,1.15,57.5,★★★☆☆,OK
001390,KG케미칼,,4130.0,94443,0.53,↑,4161.25,4752.08,42.55,-109.8,-138.19,169.64,607779939,0.52,26.0,★★☆☆☆,OK
001230,동국홀딩스,,1774.0,402615,0.83,↑,1701.45,2030.7,57.14,-52.25,-78.22,94.86,1502618998,0.95,47.5,★★★☆☆,OK
272450,진에어,,5240.0,57644,0.56,↑,5347.5,5776.83,35.71,-188.22,-193.85,197.14,11674183,0.46,23.0,★★☆☆☆,OK
317400,자이에스앤디,,7050.0,1309967,1.3,↓,5318.25,4391.33,68.44,830.62,553.27,757.86,52643139,1.19,59.5,★★★☆☆,OK
010690,화신,,7810.0,156949,0.32,↓,8750.0,10929.0,32.92,-846.12,-852.43,550.0,401979737,0.24,12.0,★☆☆☆☆,OK
010820,퍼스텍,,5500.0,1217706,1.65,↓,5880.0,8588.17,44.08,-499.29,-646.02,484.29,1978586962,1.6,80.0,★★★★☆,OK
084010,대한제강,,7870.0,11929,0.32,↑,7637.5,9079.17,48.87,-257.2,-368.76,334.29,55780696,0.42,21.0,★★☆☆☆,OK
084690,대상홀딩스,,7530.0,39511,0.85,↑,7446.5,8365.83,43.69,-205.02,-270.5,333.57,204755134,1.0,50.0,★★★☆☆,OK
017390,서울가스,,54600.0,3602,0.82,↓,55040.0,57326.67,38.36,-221.75,-350.78,1335.71,-566469,0.74,37.0,★★☆☆☆,OK
002900,TYM,,6460.0,97076,0.57,↑,6294.5,6942.5,50.24,-45.46,-93.25,296.07,979293248,0.76,38.0,★★☆☆☆,OK
286940,롯데이노베이트,,17380.0,11259,0.76,↑,17053.5,19523.17,48.94,-576.64,-754.46,784.29,19180130,1.0,50.0,★★★☆☆,OK
058430,포스코스틸리온,,4400.0,194592,0.69,↓,4717.75,5847.67,32.03,-289.38,-299.38,267.86,972430830,0.5,25.0,★★☆☆☆,OK
005680,삼영전자,,13020.0,21182,0.27,↓,14471.0,14244.33,29.62,-346.01,-129.53,867.86,28400026,0.15,7.5,★☆☆☆☆,OK
025560,미래산업,,10210.0,3801587,5.12,↑,8943.5,7167.63,,223.16,233.81,277.86,178735877,6.98,100.0,★★★★★,OK
005430,한국공항,,80800.0,5865,0.35,↑,82420.0,77176.67,41.45,252.25,871.44,5471.43,4823721,0.33,16.5,★☆☆☆☆,OK
010955,S-Oil우,,64500.0,20101,0.8,↓,64000.0,58045.0,59.85,3221.38,3245.51,3992.86,2551656,0.85,42.5,★★★☆☆,OK
003920,남양유업,,43000.0,3829,0.55,↑,42505.0,45184.17,50.87,-442.79,-682.2,1850.0,3894028,0.73,36.5,★★☆☆☆,OK
334890,이지스밸류플러스리츠,,3650.0,61286,0.63,↑,3469.0,3641.08,62.4,-2.78,-33.29,92.14,5436779,0.74,37.0,★★☆☆☆,OK
244920,에이플러스에셋,,11250.0,28126,0.52,↓,11003.0,10635.0,58.45,323.26,259.25,802.86,52014693,0.65,32.5,★★☆☆☆,OK
001750,한양증권,,19800.0,11598,0.65,↑,19973.5,22569.0,40.68,-517.22,-624.47,1035.71,22420776,0.6,30.0,★★☆☆☆,OK
004360,세방,,13100.0,15476,0.67,↑,12680.0,13626.5,52.56,-85.64,-185.92,387.14,18036186,0.86,43.0,★★★☆☆,OK
298690,에어부산,,1488.0,153908,0.56,↑,1507.95,1703.13,46.42,-51.56,-59.83,90.21,302111609,0.59,29.5,★★☆☆☆,OK
122900,아이마켓코리아,,7330.0,31414,0.58,↑,7278.0,7380.33,54.9,-15.53,-23.41,141.43,29180218,0.72,36.0,★★☆☆☆,OK
298000,효성화학,,65300.0,49014,0.49,↑,58015.0,68483.33,62.57,-88.76,-1493.58,9321.43,4029548,0.45,22.5,★★☆☆☆,OK
003650,미창석유,,141200.0,4728,1.37,↓,139135.0,128431.67,58.78,3880.78,4150.38,6035.71,629436,1.52,76.0,★★★★☆,OK
007160,사조산업,,48000.0,1611,0.24,↑,47065.0,46757.5,46.55,430.77,407.45,2650.0,4059999,0.34,17.0,★☆☆☆☆,OK
008490,서흥,,20800.0,13185,0.37,↑,19754.5,19651.17,53.68,500.76,399.74,1096.43,7515265,0.52,26.0,★★☆☆☆,OK
005500,삼진제약,,17920.0,39492,0.67,↑,18184.0,19132.17,40.0,-320.83,-342.73,535.71,24432188,0.62,31.0,★★☆☆☆,OK
404990,신한서부티엔디리츠,,3880.0,55405,0.74,↑,3706.25,3869.67,68.7,-23.65,-56.24,119.64,1363736,0.72,36.0,★★☆☆☆,OK
348950,제이알글로벌리츠,,1182.0,0,,→,1182.0,1182.0,,-3.09,-4.52,1182.0,-82358365,,,☆☆☆☆☆,Data Missing
002710,TCC스틸,,8860.0,29026,0.47,→,9384.5,13269.17,40.59,-896.27,-1058.65,601.43,479280864,0.43,21.5,★★☆☆☆,OK
002320,한진,,15150.0,21004,0.78,↑,15535.0,16698.5,36.41,-397.79,-402.92,658.57,8088350,0.65,32.5,★★☆☆☆,OK
000680,LS네트웍스,,2980.0,96283,0.59,↑,2881.5,3285.17,48.6,-49.67,-82.39,138.21,504000911,0.77,38.5,★★☆☆☆,OK
900140,엘브이엠씨홀딩스,,1203.0,311970,0.64,↓,1233.3,1409.05,43.09,-37.71,-43.57,58.07,56747806,0.63,31.5,★★☆☆☆,OK
000050,경방,,8470.0,10199,0.24,↑,8232.0,8739.67,55.45,4.73,-58.82,345.71,46123458,0.29,14.5,★☆☆☆☆,OK
003200,일신방직,,10110.0,22867,0.13,↑,10374.5,10912.67,30.25,-215.82,-195.82,796.43,8415784,0.07,3.5,★☆☆☆☆,OK
136490,선진,,9640.0,46166,0.45,↓,9505.5,9864.17,58.69,60.49,24.43,410.71,22375184,0.5,25.0,★★☆☆☆,OK
003070,코오롱글로벌,,9020.0,13815,0.52,↑,9288.0,9661.5,34.4,-190.06,-170.55,546.43,131983589,0.34,17.0,★☆☆☆☆,OK
432320,KB스타리츠,,1497.0,232394,0.49,↑,1422.6,1531.43,60.75,12.2,-6.54,52.71,-27049474,0.52,26.0,★★☆☆☆,OK
044450,KSS해운,,9790.0,40979,0.79,↓,9596.5,10241.33,56.81,49.47,-42.52,370.0,47684192,0.92,46.0,★★★☆☆,OK
001790,대한제당,,2600.0,517579,0.68,→,2608.25,2595.0,57.92,31.38,42.12,185.36,982940219,0.64,32.0,★★☆☆☆,OK
001250,GS글로벌,,2700.0,853407,1.17,↓,2655.5,3249.25,49.43,-67.74,-118.43,176.43,1837205086,1.52,76.0,★★★★☆,OK
028100,동아지질,,16670.0,79597,2.47,↑,16007.5,15989.33,45.99,-144.12,-202.76,907.86,62248934,3.45,100.0,★★★★★,OK
003520,영진약품,,1219.0,181814,0.71,↑,1193.75,1335.65,49.81,-17.61,-30.45,53.14,2037922718,0.95,47.5,★★★☆☆,OK
0030R0,대신밸류리츠,,3710.0,30258,1.62,↓,3851.5,4040.58,22.5,-73.48,-68.5,168.57,-4577571,0.7,35.0,★★☆☆☆,OK
134380,미원화학,,10130.0,754,0.21,↑,10022.5,10764.17,56.72,-68.96,-123.43,244.29,8136705,0.25,12.5,★☆☆☆☆,OK
000430,대원강업,,3555.0,76245,0.49,↑,3794.75,4281.33,23.19,-218.09,-215.8,168.93,317524785,0.22,11.0,★☆☆☆☆,OK
000480,CR홀딩스,,4685.0,15565,0.29,↑,4851.75,4822.75,29.32,-36.48,-5.83,121.07,10196347,0.17,8.5,★☆☆☆☆,OK
009680,모토닉,,9990.0,5113,0.27,↑,9830.5,10129.33,50.49,-34.63,-71.63,265.0,55413387,0.36,18.0,★☆☆☆☆,OK
034120,SBS,,11590.0,3951,0.35,↑,11956.5,13058.33,27.14,-291.13,-286.1,375.0,20210987,0.18,9.0,★☆☆☆☆,OK
025000,KPX케미칼,,49900.0,2501,0.59,↑,49875.0,50643.33,41.51,-50.05,-28.08,1071.43,534933,0.58,29.0,★★☆☆☆,OK
003720,삼영,,6310.0,276847,0.95,↑,6146.0,8693.5,49.84,-505.69,-658.8,446.43,481252065,1.24,62.0,★★★★☆,OK
000320,노루홀딩스,,16320.0,3604,0.33,↑,16244.0,17959.0,49.86,-289.5,-405.34,798.57,31785613,0.44,22.0,★★☆☆☆,OK
001340,PKC,,4760.0,210242,0.89,↓,5437.5,6007.83,22.75,-309.97,-264.52,255.0,840641546,0.38,19.0,★☆☆☆☆,OK
475560,더본코리아,,14010.0,4936,0.33,↑,14428.0,16501.67,35.77,-528.32,-580.49,681.43,5328024,0.27,13.5,★☆☆☆☆,OK
037270,YG PLUS,,3285.0,187944,0.76,↑,3313.75,3838.0,43.04,-133.97,-155.58,175.36,1170306812,0.75,37.5,★★☆☆☆,OK
033920,무학,,7460.0,27743,0.59,↑,7484.5,7822.17,42.74,-80.81,-91.11,200.71,49575756,0.59,29.5,★★☆☆☆,OK
051905,LG생활건강우,,101800.0,7081,1.25,↑,94975.0,101786.67,60.47,-306.03,-1615.95,3592.86,-798028,1.53,76.5,★★★★☆,OK
030210,다올투자증권,,3430.0,29029,0.46,↑,3397.75,3719.08,45.5,-45.84,-67.17,181.07,142679020,0.56,28.0,★★☆☆☆,OK
000650,천일고속,,145300.0,1099,0.23,↓,160755.0,192910.0,33.82,-10958.71,-11068.54,9850.0,3440804,0.17,8.5,★☆☆☆☆,OK
005010,휴스틸,,3695.0,198251,0.6,↑,3780.75,4765.42,40.41,-207.63,-257.34,203.93,537958175,0.55,27.5,★★☆☆☆,OK
226320,잇츠한불,,9430.0,15366,0.4,↑,9721.0,10445.67,48.38,-153.74,-109.67,570.0,88301941,0.36,18.0,★☆☆☆☆,OK
017860,DS단석,,11320.0,80612,0.88,↓,11675.5,15532.0,46.18,-698.97,-889.74,740.36,54741034,0.92,46.0,★★★☆☆,OK
088260,이리츠코크렙,,3140.0,45132,0.28,↑,3305.75,3811.33,31.95,-163.71,-159.12,114.64,-3004357,0.17,8.5,★☆☆☆☆,OK
000540,흥국화재,,3205.0,7997,0.16,↑,3200.5,3594.08,47.9,-75.75,-97.26,164.29,196251949,0.2,10.0,★☆☆☆☆,OK
001460,BYC,,32650.0,1081,0.33,↑,33562.5,38435.0,26.89,-1157.2,-1320.51,1542.86,2303820,0.2,10.0,★☆☆☆☆,OK
03473K,SK우,,355000.0,1540,0.43,↑,375625.0,385950.0,37.29,-15223.54,-13765.48,25500.0,3966834,0.3,15.0,★☆☆☆☆,OK
035150,백산,,10000.0,20750,0.89,↑,9977.5,10599.33,42.18,-109.44,-149.73,377.86,111988355,1.01,50.5,★★★☆☆,OK
044820,코스맥스비티아이,,20450.0,22114,0.84,↑,19277.0,18731.83,54.03,405.38,383.9,1155.0,6646602,1.17,58.5,★★★☆☆,OK
001630,종근당홀딩스,,39250.0,3340,0.57,↑,39197.5,42445.0,45.35,-655.02,-831.06,1300.0,5236072,0.7,35.0,★★☆☆☆,OK
039570,HDC랩스,,7550.0,26896,1.34,↓,7589.5,7786.67,52.0,-29.67,-43.87,205.0,4819556,1.5,75.0,★★★★☆,OK
003555,LG우,,65000.0,2752,0.45,↑,64860.0,69945.0,44.44,-1177.56,-1496.88,1985.71,4818521,0.54,27.0,★★☆☆☆,OK
013890,지누스,,8850.0,6227,0.33,↑,8863.5,9897.0,44.52,-193.61,-246.86,397.14,-3839762,0.34,17.0,★☆☆☆☆,OK
053210,스카이라이프,,4110.0,22941,0.56,↑,4153.75,4381.25,41.67,-77.68,-82.62,125.71,-4112238,0.54,27.0,★★☆☆☆,OK
000490,대동,,6800.0,56502,0.51,↑,6915.0,8170.17,42.64,-297.36,-357.86,367.14,257940194,0.5,25.0,★★☆☆☆,OK
000140,하이트진로홀딩스,,8350.0,2910,0.16,↑,8197.5,8374.67,50.97,11.89,-11.34,246.79,29172150,0.21,10.5,★☆☆☆☆,OK
004980,성신양회,,7890.0,45764,0.13,→,8521.5,9055.33,44.47,-228.99,-159.03,520.71,222377758,0.11,5.5,★☆☆☆☆,OK
095570,AJ네트웍스,,4270.0,81776,0.66,↑,4240.0,4448.58,50.0,-17.34,-31.62,140.71,53935373,0.89,44.5,★★★☆☆,OK
117580,대성에너지,,7020.0,115538,0.77,↓,6962.0,7430.33,53.37,-0.05,-55.65,295.71,643872838,0.96,48.0,★★★☆☆,OK
053690,한미글로벌,,17610.0,107843,0.91,↑,17021.0,20187.67,48.49,-539.49,-912.86,1293.57,254508749,1.15,57.5,★★★☆☆,OK
001130,대한제분,,11370.0,27798,0.92,↑,11100.0,12313.33,56.13,-141.67,-245.34,505.0,8310997,1.08,54.0,★★★☆☆,OK
241590,화승엔터프라이즈,,3120.0,17743,0.23,↑,3100.75,3620.08,51.74,-85.6,-115.43,181.07,12073673,0.29,14.5,★☆☆☆☆,OK
011500,한농화성,,12140.0,32047,0.45,↑,12652.5,16673.0,41.58,-995.84,-1178.1,890.0,559998527,0.42,21.0,★★☆☆☆,OK
100250,진양홀딩스,,2960.0,8675,0.1,↑,2991.0,2981.58,33.8,-4.4,5.65,73.93,69732745,0.07,3.5,★☆☆☆☆,OK
003350,한국화장품제조,,8260.0,139332,1.36,↑,7960.5,8539.17,47.04,-132.81,-172.7,543.57,487679797,1.68,84.0,★★★★★,OK
006805,미래에셋증권우,,13290.0,31271,0.48,↑,14432.0,17061.83,34.62,-870.1,-889.04,990.71,36723111,0.37,18.5,★☆☆☆☆,OK
102460,이연제약,,9950.0,24212,0.45,↑,10101.5,10448.33,48.02,-46.98,-28.74,534.29,212854671,0.41,20.5,★☆☆☆☆,OK
339770,교촌에프앤비,,3695.0,60044,0.66,↑,3672.75,3961.17,44.36,-80.31,-93.53,108.93,-60105671,0.8,40.0,★★☆☆☆,OK
004310,현대약품,,5770.0,1044685,0.24,↓,5730.0,6774.33,55.49,-70.83,-171.51,989.64,1109085850,0.26,13.0,★☆☆☆☆,OK
003547,대신증권2우B,,19150.0,10066,0.59,↓,19352.0,20140.83,37.14,-171.12,-198.3,571.43,7394814,0.51,25.5,★★☆☆☆,OK
377190,디앤디플랫폼리츠,,2065.0,120726,0.58,↑,2003.15,2343.32,61.15,-49.78,-75.71,61.14,-17954106,0.61,30.5,★★☆☆☆,OK
128820,대성산업,,4020.0,188635,1.16,↓,4191.75,5333.58,38.89,-252.79,-306.31,200.36,525360502,1.03,51.5,★★★☆☆,OK
016580,환인제약,,9870.0,15476,0.44,↑,9821.5,10369.17,54.23,-54.12,-85.63,265.0,26855834,0.55,27.5,★★☆☆☆,OK
035510,신세계 I&C,,12800.0,23418,0.43,↑,12628.5,15435.83,51.24,-546.22,-730.99,634.29,96542008,0.56,28.0,★★☆☆☆,OK
234080,JW생명과학,,11200.0,14135,0.52,↑,11289.5,11597.33,38.75,-95.76,-94.67,317.86,6573132,0.39,19.5,★☆☆☆☆,OK
092200,디아이씨,,4600.0,473734,1.0,↑,4448.5,6797.17,50.63,-570.23,-768.03,435.36,637073895,1.26,63.0,★★★★☆,OK
002100,경농,,9170.0,21213,0.6,↑,9130.0,9352.0,44.94,-23.89,-37.86,223.57,336896483,0.74,37.0,★★☆☆☆,OK
102260,동성케미컬,,3485.0,60223,0.56,↓,3525.0,3825.67,43.28,-62.28,-81.29,125.36,38370419,0.56,28.0,★★☆☆☆,OK
007860,서연,,7520.0,20537,0.43,↑,7711.5,8417.33,37.97,-238.89,-264.2,345.71,781895520,0.37,18.5,★☆☆☆☆,OK
003460,유화증권,,3090.0,36944,0.64,↑,3102.5,3201.92,43.21,-20.37,-21.93,106.07,52362542,0.64,32.0,★★☆☆☆,OK
000300,DH오토넥스,,4200.0,0,,→,4200.0,4200.0,,0.0,0.0,4200.0,75991832,,,☆☆☆☆☆,Data Missing
016450,한세예스24홀딩스,,4350.0,9618,0.63,↓,4298.0,4335.25,51.53,23.67,5.86,131.79,71475722,0.95,47.5,★★★☆☆,OK
033530,SJG세종,,6180.0,45768,0.57,↑,6095.5,6945.17,49.61,-124.75,-197.04,365.71,284041133,0.75,37.5,★★☆☆☆,OK
003610,방림,,5410.0,121710,1.04,↑,5179.5,5239.83,50.65,18.43,-5.05,166.43,158641582,1.59,79.5,★★★★☆,OK
003220,대원제약,,7750.0,19088,0.42,↑,7857.0,8909.0,44.15,-268.86,-315.48,317.14,198334913,0.43,21.5,★★☆☆☆,OK
484870,엠앤씨솔루션,,18530.0,130471,2.08,↓,25336.5,27764.98,11.33,-2023.96,-1327.68,2535.71,8491159,0.41,20.5,★☆☆☆☆,OK
013580,계룡건설,,19150.0,41561,0.07,↑,20570.0,22014.67,33.47,-722.36,-664.72,1340.0,56090326,0.04,2.0,★☆☆☆☆,OK
010580,에스엠벡셀,,1536.0,79181,0.86,↓,1616.6,1912.43,40.83,-80.44,-88.92,100.07,251139785,0.79,39.5,★★☆☆☆,OK
001080,만호제강,,4100.0,30205,0.72,↑,4342.5,4630.33,22.38,-121.95,-101.61,356.79,51273300,0.3,15.0,★☆☆☆☆,OK
462520,조선내화,,14190.0,11489,0.36,↑,14875.5,14659.17,32.28,-339.68,-199.67,620.71,16062631,0.22,11.0,★☆☆☆☆,OK
004560,현대비앤지스틸,,11230.0,22471,0.46,↑,11192.0,13612.33,46.15,-451.42,-611.74,610.0,130857878,0.56,28.0,★★☆☆☆,OK
