StockCode,StockName_KR,MarketCap,ClosingPrice,DailyVolume,VolumeSpike,TrendArrow,MA20,MA60,RSI(14),MACD,MACD_Signal,Volatility(ATR),OBV,PearlScore,PearlScore_Normalized,PearlScore_Stars,PearlScore_Status
402340,SK스퀘어,,1096000.0,863823,0.81,↓,1354800.0,1310783.33,34.3,-82470.01,-47458.16,152642.86,37158456,0.49,24.5,★★☆☆☆,OK
005935,삼성전자우,,179800.0,2097440,0.53,↓,190435.0,195753.33,37.37,-6335.38,-5366.53,15864.29,254637667,0.36,18.0,★☆☆☆☆,OK
000660,SK하이닉스,,1816000.0,3832589,0.65,↓,2102100.0,2095283.33,34.1,-133502.98,-92607.71,204000.0,268446008,0.4,20.0,★☆☆☆☆,OK
009150,삼성전기,,1325000.0,470650,0.5,↓,1582100.0,1541550.0,31.58,-124099.37,-97408.56,172500.0,85129066,0.28,14.0,★☆☆☆☆,OK
207940,삼성바이오로직스,,1545000.0,98860,1.65,↑,1403650.0,1390016.67,62.82,21692.07,6333.82,74714.29,20821409,1.87,93.5,★★★★★,OK
373220,LG에너지솔루션,,333000.0,126791,0.34,↑,337700.0,391408.33,42.66,-14158.63,-17441.85,19857.14,6054920,0.33,16.5,★☆☆☆☆,OK
005930,삼성전자,,254000.0,22701316,0.81,↓,280525.0,295933.33,33.16,-15642.33,-13133.6,22607.14,915644221,0.49,24.5,★★☆☆☆,OK
005380,현대차,,403000.0,546634,0.59,↓,449000.0,565441.67,26.65,-41353.3,-42517.98,29160.71,108236938,0.35,17.5,★☆☆☆☆,OK
032830,삼성생명,,311500.0,194030,0.41,↓,346950.0,359725.0,30.29,-19913.54,-16575.65,26267.86,31447057,0.23,11.5,★☆☆☆☆,OK
329180,HD현대중공업,,486500.0,128891,0.42,↑,518600.0,614800.0,29.34,-37953.01,-40084.85,32821.43,10628909,0.28,14.0,★☆☆☆☆,OK
028260,삼성물산,,339500.0,273529,0.44,↓,386850.0,415425.0,27.73,-26978.63,-22760.69,30678.57,60556125,0.22,11.0,★☆☆☆☆,OK
105560,KB금융,,172600.0,784284,0.5,↓,172220.0,162213.33,51.58,3616.1,4463.7,9364.29,117328112,0.64,32.0,★★☆☆☆,OK
000270,기아,,130400.0,1047865,0.97,↓,145035.0,155191.67,31.46,-4161.63,-3179.2,9421.43,302688945,0.57,28.5,★★☆☆☆,OK
012450,한화에어로스페이스,,899000.0,173275,0.76,↓,991000.0,1129400.0,30.12,-53714.82,-54798.99,85000.0,155225057,0.5,25.0,★★☆☆☆,OK
034020,두산에너빌리티,,70900.0,1484901,0.54,↑,76585.0,96813.33,33.92,-6336.87,-6866.59,5335.71,1691985395,0.41,20.5,★☆☆☆☆,OK
055550,신한지주,,105000.0,694952,0.49,↑,104520.0,99975.0,44.35,1292.97,1704.22,5535.71,89859537,0.58,29.0,★★☆☆☆,OK
034730,SK,,623000.0,155413,0.56,↓,647600.0,621141.67,44.66,-11735.31,-9789.66,52642.86,17527009,0.55,27.5,★★☆☆☆,OK
012330,현대모비스,,463500.0,299260,0.8,↓,489650.0,555983.33,39.6,-18550.65,-21906.4,36000.0,-639946,0.71,35.5,★★☆☆☆,OK
086790,하나금융지주,,130600.0,701204,0.71,↓,127430.0,123031.67,59.29,3213.12,3168.11,6878.57,89795386,0.88,44.0,★★★☆☆,OK
035420,NAVER,,225000.0,2704118,2.55,↑,196870.0,213630.0,63.73,-1343.38,-5959.28,11800.0,62554742,2.81,100.0,★★★★★,OK
010120,LS ELECTRIC,,200000.0,653935,0.63,↓,206980.0,240301.67,44.83,-8983.0,-10936.78,19300.0,319165904,0.62,31.0,★★☆☆☆,OK
068270,셀트리온,,178700.0,494728,0.84,↑,175430.0,177366.88,54.79,-83.52,-486.94,6714.29,193405556,1.17,58.5,★★★☆☆,OK
006400,삼성SDI,,431000.0,211006,0.42,↓,444525.0,545925.0,46.45,-23722.98,-28585.35,36321.43,59279724,0.43,21.5,★★☆☆☆,OK
000810,삼성화재,,645000.0,69591,0.6,↑,641050.0,607500.0,45.59,2119.81,4646.95,44000.0,7836759,0.72,36.0,★★☆☆☆,OK
267260,HD현대일렉트릭,,797000.0,82155,0.51,↓,857450.0,1035150.0,37.06,-54833.35,-59915.29,62857.14,89680123,0.42,21.0,★★☆☆☆,OK
066570,LG전자,,172300.0,873829,0.54,↓,185170.0,209110.0,44.06,-10398.05,-10376.11,15078.57,150690527,0.44,22.0,★★☆☆☆,OK
009540,HD한국조선해양,,378500.0,161515,0.75,↑,352400.0,395250.0,54.03,-4685.49,-11019.24,22285.71,10967899,0.91,45.5,★★★☆☆,OK
005490,POSCO홀딩스,,316000.0,201640,0.64,↑,312625.0,383475.0,47.47,-12383.14,-16733.46,15250.0,19284772,0.81,40.5,★★☆☆☆,OK
298040,효성중공업,,2625000.0,31533,0.62,↓,2927750.0,3493200.0,37.82,-210421.33,-211472.77,240357.14,42110439,0.52,26.0,★★☆☆☆,OK
316140,우리금융지주,,33100.0,4564310,2.01,↑,30727.5,30947.5,61.4,250.61,76.4,1507.14,52559775,2.37,100.0,★★★★★,OK
042660,한화오션,,88800.0,2046688,0.87,↑,90410.0,109993.33,30.58,-6424.88,-7736.73,7992.86,80819729,0.59,29.5,★★☆☆☆,OK
015760,한국전력,,36200.0,981381,0.57,↑,35935.0,38419.17,37.76,-917.83,-1093.79,1710.71,176593606,0.58,29.0,★★☆☆☆,OK
010130,고려아연,,1029000.0,15154,0.92,↑,1046350.0,1252066.67,40.28,-48486.4,-61366.47,64428.57,6979965,0.84,42.0,★★★☆☆,OK
010140,삼성중공업,,22650.0,3150931,0.8,↑,22450.0,26630.83,45.37,-894.88,-1218.84,1478.57,1626404096,0.95,47.5,★★★☆☆,OK
042700,한미반도체,,204500.0,518644,0.53,↓,224660.0,290645.0,44.78,-17858.85,-18473.04,23964.29,717144920,0.51,25.5,★★☆☆☆,OK
138040,메리츠금융지주,,125600.0,227708,0.8,↑,113835.0,110111.67,69.64,3158.06,2130.59,5171.43,34653136,0.75,37.5,★★☆☆☆,OK
017670,SK텔레콤,,97900.0,3619697,2.76,↑,88870.0,96440.0,64.66,312.84,-1718.53,6300.0,100190627,2.93,100.0,★★★★★,OK
006800,미래에셋증권,,37050.0,989191,0.47,↓,40437.5,53910.83,32.66,-3379.13,-3699.01,2960.71,478594036,0.34,17.0,★☆☆☆☆,OK
096770,SK이노베이션,,116700.0,845081,1.09,↓,108325.0,114658.33,62.38,4814.95,2287.01,9589.29,72826513,1.21,60.5,★★★☆☆,OK
011200,HMM,,20650.0,1038592,0.76,↓,19808.0,19898.33,61.96,328.16,148.14,867.86,1394486484,0.89,44.5,★★★☆☆,OK
000150,두산,,1197000.0,34430,0.42,↓,1304250.0,1550500.0,39.77,-97266.02,-99433.68,141928.57,17075990,0.36,18.0,★☆☆☆☆,OK
051910,LG화학,,260000.0,136487,0.61,↑,266500.0,327358.33,42.11,-15394.46,-18384.26,15964.29,9528492,0.58,29.0,★★☆☆☆,OK
018260,삼성에스디에스,,217500.0,537015,1.61,↑,198220.0,207495.0,60.05,-481.74,-3766.27,13971.43,16225763,1.93,96.5,★★★★★,OK
033780,KT&G,,182600.0,173341,0.65,↑,176225.0,178856.67,61.16,946.67,-6.67,7407.14,20918614,0.78,39.0,★★☆☆☆,OK
267250,HD현대,,210500.0,122439,0.73,↓,204690.0,245016.67,50.63,-4878.8,-9484.47,16682.14,17552626,0.93,46.5,★★★☆☆,OK
024110,기업은행,,21350.0,721813,0.67,↑,20942.5,21036.83,50.6,64.2,23.97,735.71,122765523,1.02,51.0,★★★☆☆,OK
035720,카카오,,37050.0,1770453,0.96,↑,35312.5,39404.17,56.07,-464.82,-968.56,1837.5,60851388,1.13,56.5,★★★☆☆,OK
086280,현대글로비스,,204500.0,151604,0.74,↑,192915.0,212705.0,55.84,-1174.88,-4259.24,11257.14,45220593,0.87,43.5,★★★☆☆,OK
010950,S-Oil,,136400.0,472991,0.92,↓,130210.0,117930.0,62.45,9033.69,8157.07,10342.86,45364097,1.03,51.5,★★★☆☆,OK
079550,LIG디펜스앤에어로스페이스,,696000.0,139076,0.88,↓,734550.0,808966.67,40.13,-24567.88,-26204.6,76857.14,51665008,0.76,38.0,★★☆☆☆,OK
064350,현대로템,,132500.0,1076566,1.82,↓,170595.0,197036.67,27.9,-12420.01,-10479.4,15850.0,762287797,0.91,45.5,★★★☆☆,OK
011070,LG이노텍,,614000.0,224497,0.82,↓,745900.0,885400.0,25.46,-90895.93,-84427.46,65214.29,22122202,0.38,19.0,★☆☆☆☆,OK
003550,LG,,97700.0,126305,0.36,↓,99445.0,108606.67,44.41,-2392.2,-2762.23,5557.14,36258515,0.36,18.0,★☆☆☆☆,OK
047810,한국항공우주,,146200.0,529723,1.18,↓,150240.0,154296.67,41.75,75.29,-829.21,11664.29,133808871,1.09,54.5,★★★☆☆,OK
030200,KT,,54400.0,255121,0.61,↑,53665.0,55221.67,49.67,-332.15,-472.3,2078.57,39146233,0.82,41.0,★★★☆☆,OK
278470,에이피알,,354500.0,149869,0.59,↓,379050.0,394583.33,43.26,-8179.65,-5750.68,25464.29,55080313,0.48,24.0,★★☆☆☆,OK
272210,한화시스템,,63000.0,752195,1.02,↓,68730.0,91118.33,34.16,-6518.76,-7539.87,6885.71,559031864,0.75,37.5,★★☆☆☆,OK
003670,포스코퓨처엠,,143600.0,160335,0.53,→,153455.0,201771.67,40.39,-13072.93,-14728.48,10664.29,157605496,0.48,24.0,★★☆☆☆,OK
259960,크래프톤,,248000.0,67869,0.64,↑,237000.0,249350.0,57.8,-173.28,-1966.06,13321.43,-4636636,0.72,36.0,★★☆☆☆,OK
307950,현대오토에버,,394000.0,60377,0.7,↓,445925.0,580875.0,34.42,-55011.27,-56860.62,40464.29,27150640,0.52,26.0,★★☆☆☆,OK
0126Z0,삼성에피스홀딩스,,392000.0,30973,0.55,↑,396575.0,448850.0,48.48,-15124.0,-17708.93,25392.86,13895774,0.6,30.0,★★☆☆☆,OK
005940,NH투자증권,,29250.0,371062,0.51,↓,30227.5,31600.0,36.2,-420.88,-326.99,1932.14,165157309,0.35,17.5,★☆☆☆☆,OK
005830,DB손해보험,,163400.0,102253,0.45,↓,153805.0,152658.33,69.75,5100.22,3695.16,8621.43,-3722448,0.41,20.5,★☆☆☆☆,OK
000720,현대건설,,103600.0,236933,0.44,↑,105655.0,130533.33,41.93,-6659.62,-8319.5,8339.29,139152949,0.41,20.5,★☆☆☆☆,OK
071050,한국금융지주,,212500.0,118222,0.49,↓,226875.0,237241.67,35.2,-4585.2,-3137.31,19625.0,16522777,0.32,16.0,★☆☆☆☆,OK
323410,카카오뱅크,,22150.0,411342,0.43,↑,22180.0,22582.5,48.12,-35.36,-25.59,1014.29,191577457,0.4,20.0,★☆☆☆☆,OK
443060,HD현대마린솔루션,,206000.0,37716,0.29,↑,205180.0,225851.67,48.96,-4863.58,-6777.87,14121.43,4399367,0.37,18.5,★☆☆☆☆,OK
352820,하이브,,225000.0,258008,0.92,↑,210395.0,220655.0,55.48,-1005.12,-2539.44,13464.29,1112417,1.24,62.0,★★★★☆,OK
003490,대한항공,,26450.0,3197986,1.03,↑,26967.5,26531.67,36.47,-416.83,-242.76,1300.0,417449241,0.72,36.0,★★☆☆☆,OK
006260,LS,,305000.0,107606,0.64,↑,323525.0,409150.0,39.38,-25371.2,-28310.83,27589.29,23138807,0.55,27.5,★★☆☆☆,OK
028050,삼성E&A,,47650.0,1853896,0.72,↑,44895.0,49007.5,48.77,-795.11,-1499.26,3542.86,425072134,0.92,46.0,★★★☆☆,OK
047050,포스코인터내셔널,,52700.0,422028,0.88,↓,51215.0,60999.17,58.18,-724.79,-1805.85,3021.43,377249355,0.97,48.5,★★★☆☆,OK
003230,삼양식품,,1220000.0,81032,1.55,↑,1125950.0,1192550.0,61.13,-2965.29,-15697.63,74428.57,8597099,1.82,91.0,★★★★★,OK
016360,삼성증권,,101400.0,268056,0.56,↓,108380.0,116986.67,33.61,-3626.16,-3034.29,7664.29,43645067,0.35,17.5,★☆☆☆☆,OK
039490,키움증권,,300000.0,72526,0.66,↓,324700.0,363816.67,33.33,-13882.14,-12982.42,24857.14,13207748,0.41,20.5,★☆☆☆☆,OK
078930,GS,,91600.0,392831,0.82,↑,80130.0,76045.0,70.03,4871.9,3283.72,5978.57,21135080,0.74,37.0,★★☆☆☆,OK
180640,한진칼,,110700.0,84867,0.67,↑,119335.0,116615.0,35.51,-3983.04,-1895.4,9021.43,131263547,0.44,22.0,★★☆☆☆,OK
161390,한국타이어앤테크놀로지,,69800.0,440594,1.09,↓,69895.0,66316.67,48.94,1505.62,1545.82,5214.29,33654255,1.19,59.5,★★★☆☆,OK
021240,코웨이,,92300.0,132801,0.68,↑,92865.0,91106.67,46.15,461.28,690.09,5171.43,-11864975,0.71,35.5,★★☆☆☆,OK
090430,아모레퍼시픽,,123500.0,399388,1.09,↑,119210.0,117320.0,52.08,1913.1,1838.05,6921.43,15281338,1.58,79.0,★★★★☆,OK
000880,한화,,93800.0,175188,1.01,↑,95930.0,117146.67,32.92,-5755.22,-6914.68,7592.86,63236559,0.74,37.0,★★☆☆☆,OK
005387,현대차2우B,,196000.0,120382,0.76,↓,204805.0,238193.33,30.98,-10356.46,-11448.37,11114.29,5086002,0.53,26.5,★★☆☆☆,OK
064400,LG씨엔에스,,67000.0,786844,0.69,↑,70195.0,81705.0,40.49,-5070.94,-5413.93,4578.57,38792096,0.63,31.5,★★☆☆☆,OK
267270,HD건설기계,,134600.0,191761,0.69,↑,126210.0,146736.67,57.86,-1334.92,-3681.93,9857.14,50913444,0.76,38.0,★★☆☆☆,OK
007660,이수페타시스,,85800.0,607949,0.57,↓,99650.0,118520.0,39.51,-7727.85,-7269.74,8578.57,1111509086,0.41,20.5,★☆☆☆☆,OK
047040,대우건설,,15180.0,2378303,0.5,↓,16684.0,23124.83,36.27,-1689.03,-1867.96,1382.86,1763287350,0.4,20.0,★☆☆☆☆,OK
241560,두산밥캣,,64200.0,153030,0.75,↑,63145.0,66148.33,48.84,-168.16,-555.42,3992.86,32313621,0.97,48.5,★★★☆☆,OK
326030,SK바이오팜,,81900.0,76970,0.62,↑,81785.0,89111.67,46.46,-2368.92,-2821.12,3971.43,12220847,0.77,38.5,★★☆☆☆,OK
377300,카카오페이,,44750.0,329051,1.47,↑,40462.5,45768.33,63.69,-258.56,-1086.67,2492.86,74873103,1.42,71.0,★★★★☆,OK
032640,LG유플러스,,14710.0,522510,0.55,↑,14540.0,15142.5,57.35,-80.61,-146.13,477.14,8713006,0.64,32.0,★★☆☆☆,OK
029780,삼성카드,,50200.0,125505,1.31,↑,48347.5,48655.83,55.78,58.48,-107.23,1857.14,56856982,1.79,89.5,★★★★★,OK
000100,유한양행,,72000.0,202403,0.71,↑,70115.0,77790.0,55.77,-1032.88,-1993.18,2935.71,245678174,0.84,42.0,★★★☆☆,OK
138930,BNK금융지주,,18120.0,378859,0.4,↑,17926.5,17579.67,44.54,145.29,151.52,856.43,43405374,0.48,24.0,★★☆☆☆,OK
000500,가온전선,,182600.0,155003,0.61,↓,228775.0,205496.42,29.19,-3526.73,3521.1,31721.43,136705567,0.3,15.0,★☆☆☆☆,OK
175330,JB금융지주,,28750.0,356237,0.64,↑,26367.5,25845.83,57.86,397.01,263.19,2010.71,56251346,0.81,40.5,★★☆☆☆,OK
353200,대덕전자,,109400.0,599790,0.52,↓,124735.0,138873.33,43.49,-7042.09,-6190.39,15507.14,452568968,0.4,20.0,★☆☆☆☆,OK
001440,대한전선,,28500.0,1330558,0.54,↑,30095.0,42515.83,42.27,-2742.89,-3240.69,2696.43,1188635314,0.5,25.0,★★☆☆☆,OK
062040,산일전기,,166400.0,164404,0.59,↓,191340.0,234405.0,34.46,-16402.92,-16281.74,15900.0,48835395,0.37,18.5,★☆☆☆☆,OK
271560,오리온,,130000.0,50759,0.47,↑,133105.0,134378.33,36.98,-1274.64,-953.22,5971.43,-769559,0.33,16.5,★☆☆☆☆,OK
036570,NC,,232500.0,49650,0.56,↑,240350.0,257983.33,36.84,-9699.73,-9351.03,11785.71,-5523898,0.39,19.5,★☆☆☆☆,OK
034220,LG디스플레이,,9660.0,3083097,0.7,↓,10647.0,12653.17,37.29,-750.33,-759.93,636.43,250915904,0.59,29.5,★★☆☆☆,OK
005385,현대차우,,196100.0,51813,0.51,→,204585.0,238486.67,32.72,-10622.83,-11807.27,10942.86,13735637,0.38,19.0,★☆☆☆☆,OK
128940,한미약품,,390500.0,28559,0.28,↑,399525.0,428441.67,39.34,-12128.76,-13656.79,25000.0,12677668,0.25,12.5,★☆☆☆☆,OK
004170,신세계,,517000.0,70547,0.85,↓,624200.0,590750.0,28.64,-34790.01,-18618.81,53214.29,7976247,0.44,22.0,★★☆☆☆,OK
088980,맥쿼리인프라,,10130.0,1238997,0.81,↑,10102.0,10714.33,50.94,-154.62,-184.62,158.57,-82046845,1.1,55.0,★★★☆☆,OK
009830,한화솔루션,,26200.0,4122169,1.44,↓,30765.0,36481.93,35.62,-2181.8,-2130.54,2700.0,674770338,0.93,46.5,★★★☆☆,OK
000990,DB하이텍,,98700.0,232838,0.4,↓,115480.0,150996.67,39.97,-12592.75,-12376.67,8842.86,301827294,0.29,14.5,★☆☆☆☆,OK
454910,두산로보틱스,,66200.0,409083,0.67,↓,74310.0,97736.67,34.11,-8821.41,-9314.46,6257.14,180679593,0.5,25.0,★★☆☆☆,OK
011790,SKC,,81500.0,164247,0.65,↓,91645.0,121083.33,34.35,-10006.65,-10447.64,6571.43,80551639,0.5,25.0,★★☆☆☆,OK
082740,한화엔진,,47500.0,973364,1.19,↓,48112.5,60533.33,42.64,-2347.33,-3131.12,4746.43,367297544,1.11,55.5,★★★☆☆,OK
001040,CJ,,133900.0,109662,0.95,↑,142920.0,171535.0,31.19,-9898.45,-10330.74,8050.0,6008434,0.67,33.5,★★☆☆☆,OK
088350,한화생명,,4555.0,1973415,0.76,↑,4453.75,4862.0,51.54,-79.1,-118.38,247.64,980946753,0.98,49.0,★★★☆☆,OK
111770,영원무역,,86800.0,41246,0.52,→,83615.0,81536.67,57.21,2121.46,1785.49,5214.29,9734455,0.67,33.5,★★☆☆☆,OK
051900,LG생활건강,,256000.0,37216,0.74,↑,244950.0,248308.33,56.2,2064.86,867.4,10035.71,-3195151,1.0,50.0,★★★☆☆,OK
010060,OCI홀딩스,,206000.0,524417,1.97,↓,206705.0,272001.67,51.73,-9181.09,-16155.06,28650.0,75678132,2.0,100.0,★★★★★,OK
052690,한전기술,,97100.0,126024,0.99,↑,99260.0,128145.0,40.28,-7455.92,-9011.78,7150.0,118170917,0.89,44.5,★★★☆☆,OK
004020,현대제철,,27750.0,331743,0.62,↑,27200.0,34432.5,46.37,-1445.38,-1963.27,1510.71,108817881,0.76,38.0,★★☆☆☆,OK
023530,롯데쇼핑,,129200.0,66323,0.43,↓,152285.0,160351.67,19.94,-11357.43,-8251.32,11785.71,-767021,0.16,8.0,★☆☆☆☆,OK
483650,달바글로벌,,259500.0,202908,1.32,↑,221555.0,216821.67,65.16,7213.58,2754.34,20235.71,13935685,1.37,68.5,★★★★☆,OK
018880,한온시스템,,3595.0,2909688,0.57,↑,3623.5,4374.83,43.94,-190.81,-236.8,212.86,884684542,0.57,28.5,★★☆☆☆,OK
002380,KCC,,417000.0,13820,0.51,↓,445875.0,510150.0,33.89,-24336.28,-24930.97,27035.71,1804896,0.39,19.5,★☆☆☆☆,OK
001450,현대해상,,39750.0,299347,0.71,↑,37185.0,35907.5,60.48,724.53,477.21,2300.0,6512945,0.85,42.5,★★★☆☆,OK
066970,엘앤에프,,81500.0,168368,0.51,↓,95915.0,135373.33,32.76,-11833.57,-12232.62,8178.57,174425516,0.36,18.0,★☆☆☆☆,OK
036460,한국가스공사,,35100.0,101857,0.66,↑,32940.0,35029.17,64.66,-51.66,-455.88,1128.57,198528264,0.72,36.0,★★☆☆☆,OK
251270,넷마블,,37350.0,91228,0.56,↑,37257.5,40790.0,45.5,-995.96,-1200.4,1439.29,12626522,0.69,34.5,★★☆☆☆,OK
031210,서울보증보험,,42950.0,31055,0.93,↑,42257.5,43903.33,48.66,-254.43,-425.07,1507.14,10014483,1.22,61.0,★★★★☆,OK
011780,금호석유화학,,121500.0,70488,0.93,→,117805.0,128265.0,56.17,-479.56,-1809.81,5885.71,7660149,1.09,54.5,★★★☆☆,OK
103590,일진전기,,62500.0,171411,0.53,→,66755.0,90168.33,38.73,-5480.86,-6380.52,5278.57,612596153,0.45,22.5,★★☆☆☆,OK
383220,F&F,,77800.0,58604,0.92,↑,77930.0,77371.67,47.78,-268.33,1.51,4300.0,1218481,1.0,50.0,★★★☆☆,OK
035250,강원랜드,,14490.0,271794,0.64,↑,14526.0,15221.67,43.63,-190.04,-218.71,403.21,18915653,0.65,32.5,★★☆☆☆,OK
022100,포스코DX,,19540.0,249743,0.6,↑,19947.5,27057.5,42.73,-1777.65,-2178.04,1320.0,2004032833,0.58,29.0,★★☆☆☆,OK
069960,현대백화점,,137100.0,95424,0.57,→,162665.0,148753.33,23.23,-8743.47,-3851.15,11935.71,5359701,0.24,12.0,★☆☆☆☆,OK
097950,CJ제일제당,,194600.0,24621,0.47,↑,190755.0,202820.0,43.7,-1889.41,-3043.72,6657.14,-1314276,0.56,28.0,★★☆☆☆,OK
028670,팬오션,,5240.0,1121889,0.62,↑,5069.5,5320.25,60.27,25.29,-9.76,256.79,1294579400,0.66,33.0,★★☆☆☆,OK
302440,SK바이오사이언스,,34850.0,66207,0.7,↑,35857.5,38869.17,36.84,-1244.52,-1204.24,1557.14,41067049,0.49,24.5,★★☆☆☆,OK
139130,iM금융지주,,18090.0,306950,0.57,↑,17809.5,17888.17,48.04,169.26,140.82,884.29,18674889,0.84,42.0,★★★☆☆,OK
017800,현대엘리베이터,,71000.0,105136,0.93,↑,69830.0,79241.67,48.39,-1978.56,-2629.0,2500.0,51100784,1.22,61.0,★★★★☆,OK
012750,에스원,,73300.0,38016,0.57,↑,72590.0,73290.0,53.33,-295.08,-434.78,3728.57,-827696,0.81,40.5,★★☆☆☆,OK
026960,동서,,26600.0,84607,0.95,↑,25347.5,25061.67,59.52,298.78,180.22,896.43,12412914,1.19,59.5,★★★☆☆,OK
009970,영원무역홀딩스,,203500.0,7680,0.55,↑,186775.0,189615.0,70.22,4336.88,2031.07,10107.14,1870376,0.5,25.0,★★☆☆☆,OK
011170,롯데케미칼,,60700.0,47335,0.44,↑,61685.0,76541.67,42.08,-3417.96,-4173.99,2950.0,12482180,0.42,21.0,★★☆☆☆,OK
004800,효성,,152100.0,10063,0.35,↓,156985.0,190480.0,42.17,-7981.72,-9756.17,10992.86,5779635,0.33,16.5,★☆☆☆☆,OK
005850,에스엘,,55000.0,69280,0.62,↑,55945.0,63420.0,38.32,-2321.94,-2688.32,3685.71,69780363,0.53,26.5,★★☆☆☆,OK
009420,한올바이오파마,,47500.0,218758,0.44,↓,55202.5,52837.5,37.39,-2132.39,-1011.98,4308.93,289426098,0.3,15.0,★☆☆☆☆,OK
014680,한솔케미칼,,225500.0,23923,0.41,↓,250875.0,273483.33,39.73,-12313.63,-10485.08,19214.29,3664774,0.3,15.0,★☆☆☆☆,OK
006360,GS건설,,29100.0,2408397,0.84,↓,28882.5,30162.5,47.33,289.95,21.98,3192.86,83170469,1.0,50.0,★★★☆☆,OK
375500,DL이앤씨,,63900.0,297933,0.82,↑,62705.0,73811.67,45.79,-2209.9,-3096.3,4128.57,22338665,0.99,49.5,★★★☆☆,OK
450080,에코프로머티,,34900.0,192271,0.47,↑,37937.5,54530.0,38.87,-4503.31,-5115.17,2939.29,131113449,0.4,20.0,★☆☆☆☆,OK
279570,케이뱅크,,6000.0,1004919,0.5,↓,5781.5,5894.33,59.09,59.47,-1.04,332.5,28822873,0.62,31.0,★★☆☆☆,OK
003690,코리안리,,13950.0,227543,0.75,↑,13522.5,13228.33,57.14,155.8,130.36,595.0,49396330,0.99,49.5,★★★☆☆,OK
001720,신영증권,,146400.0,5116,0.46,↑,154195.0,173310.0,27.78,-7764.15,-7715.08,8835.71,2056311,0.24,12.0,★☆☆☆☆,OK
008930,한미사이언스,,35500.0,98966,0.46,↑,32487.5,32485.83,71.05,882.75,507.84,1991.07,103921716,0.4,20.0,★☆☆☆☆,OK
000240,한국앤컴퍼니,,25050.0,54939,0.59,→,24967.5,24808.33,39.62,64.43,49.13,1250.0,45130710,0.71,35.5,★★☆☆☆,OK
161890,한국콜마,,102500.0,200253,0.45,↑,106575.0,94541.67,38.42,1877.5,3422.82,8492.86,34054235,0.38,19.0,★☆☆☆☆,OK
081660,미스토홀딩스,,44300.0,85582,0.52,↓,45587.5,41521.67,46.85,887.6,1292.63,2875.0,27580924,0.55,27.5,★★☆☆☆,OK
004990,롯데지주,,23450.0,71991,0.45,↑,23327.5,25684.17,44.25,-588.81,-736.64,1000.0,12275492,0.53,26.5,★★☆☆☆,OK
004370,농심,,376500.0,25766,1.12,↑,353775.0,367533.33,64.63,822.1,-2601.04,13964.29,1512406,1.22,61.0,★★★★☆,OK
139480,이마트,,82700.0,52711,0.44,↑,81780.0,89978.33,45.2,-1399.77,-2047.68,3664.29,6574707,0.53,26.5,★★☆☆☆,OK
005440,현대지에프홀딩스,,12390.0,276861,0.97,↓,13921.5,13937.67,34.61,-475.52,-271.47,1033.57,141575015,0.62,31.0,★★☆☆☆,OK
018670,SK가스,,242500.0,11604,0.77,→,223775.0,234950.0,56.76,5520.31,1069.47,13464.29,523987,1.01,50.5,★★★☆☆,OK
071970,HD현대마린엔진,,65600.0,271073,1.03,↑,60925.0,71565.0,52.54,-662.3,-2234.96,6325.0,379398546,1.25,62.5,★★★★☆,OK
007340,DN오토모티브,,38350.0,109044,0.59,↓,37892.5,41947.5,51.71,-325.9,-670.93,3157.14,25404038,0.74,37.0,★★☆☆☆,OK
085620,미래에셋생명,,16400.0,75169,0.29,↑,17804.0,18965.83,36.49,-1427.92,-1305.39,1270.71,54641359,0.2,10.0,★☆☆☆☆,OK
030000,제일기획,,19130.0,153724,0.5,↑,18778.0,18956.17,55.91,-10.54,-54.69,492.86,61564054,0.69,34.5,★★☆☆☆,OK
192820,코스맥스,,192500.0,140295,1.6,↑,174230.0,177555.0,59.31,3151.93,1694.1,10807.14,12205219,1.97,98.5,★★★★★,OK
282330,BGF리테일,,125500.0,34428,0.54,↑,122100.0,126201.67,52.65,-227.7,-508.06,6439.29,1928121,0.68,34.0,★★☆☆☆,OK
007070,GS리테일,,25500.0,109175,0.61,↑,25205.0,24913.33,53.14,360.35,368.81,1578.57,14731218,0.75,37.5,★★☆☆☆,OK
489790,한화비전,,41750.0,174671,0.63,↓,46745.0,63601.67,37.19,-4972.66,-5494.29,3751.79,143204536,0.52,26.0,★★☆☆☆,OK
204320,HL만도,,44900.0,476251,0.64,↓,47065.0,55071.67,38.57,-2738.9,-2932.48,3310.71,97418636,0.55,27.5,★★☆☆☆,OK
475150,SK이터닉스,,57100.0,10190190,1.33,↓,53422.5,48020.83,60.47,5838.15,3584.94,9032.14,398783229,1.45,72.5,★★★★☆,OK
336260,두산퓨얼셀,,30000.0,1557136,3.02,↓,46492.5,67099.17,28.64,-7053.91,-6894.03,5378.57,420808346,1.47,73.5,★★★★☆,OK
051600,한전KPS,,46550.0,102520,0.91,↑,44775.0,50450.83,54.41,-924.06,-1544.55,2125.0,37031180,1.11,55.5,★★★☆☆,OK
439260,대한조선,,50200.0,59744,0.87,↑,48582.5,61674.17,45.45,-3120.38,-4136.63,2771.43,12904258,1.05,52.5,★★★☆☆,OK
002790,아모레퍼시픽홀딩스,,24900.0,82666,0.66,↑,23995.0,24158.33,53.5,244.61,162.61,1178.57,3880882,0.94,47.0,★★★☆☆,OK
